component_id	namespace	accession	evidence_type	confidence	source	notes
COMP_AMYLASE	CAZY	GH13_e497	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 6 EC-annotated members carry EC 3.2.1.1 (67%); contains CAZy subfamily GH13_48.
COMP_AMYLASE	CAZY	GH13_e5	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	17 of 20 EC-annotated members carry EC 3.2.1.1 (85%); contains CAZy subfamily GH13_14;GH13_5;GH13_7.
COMP_AMYLASE	CAZY	GH13_e500	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	25 of 25 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_28;GH13_42.
COMP_AMYLASE	CAZY	GH13_e61	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 12 EC-annotated members carry EC 3.2.1.1 (50%); contains CAZy subfamily GH13_12;GH13_14;GH13_28;GH13_41.
COMP_AMYLASE	CAZY	GH14_e6	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 11 EC-annotated members carry EC 3.2.1.1 (18%).
COMP_AMYLASE	CAZY	GH57_e11	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH57_7.
COMP_AMYLASE	CAZY	GH57_e15	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 7 EC-annotated members carry EC 3.2.1.1 (29%).
COMP_AMYLASE	CAZY	GH57_e30	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.1 (100%).
COMP_AMYLASE	CAZY	GH57_e63	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 6 EC-annotated members carry EC 3.2.1.1 (33%); contains CAZy subfamily GH57_5.
COMP_GLUCOSIDASE	CAZY	GH13_e113	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.20 (100%); contains CAZy subfamily GH13_38.
COMP_GLUCOSIDASE	CAZY	GH13_e122	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 9 EC-annotated members carry EC 3.2.1.20 (44%); contains CAZy subfamily GH13_17;GH13_23;GH13_29;GH13_31;GH13_36;GH13_40;GH13_44.
COMP_GLUCOSIDASE	CAZY	GH13_e221	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	14 of 14 EC-annotated members carry EC 3.2.1.20 (100%); contains CAZy subfamily GH13_17.
COMP_GLUCOSIDASE	CAZY	GH13_e234	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.20 (100%); contains CAZy subfamily GH13_16;GH13_23;GH13_30.
COMP_GLUCOSIDASE	CAZY	GH13_e250	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 6 EC-annotated members carry EC 3.2.1.20 (100%); contains CAZy subfamily GH13_23;GH13_30;GH13_40.
COMP_GLUCOSIDASE	CAZY	GH13_e276	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	7 of 9 EC-annotated members carry EC 3.2.1.20 (78%); contains CAZy subfamily GH13_16;GH13_17;GH13_23;GH13_40;GH13_48.
COMP_GLUCOSIDASE	CAZY	GH13_e329	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	15 of 22 EC-annotated members carry EC 3.2.1.20 (68%); contains CAZy subfamily GH13_20;GH13_21.
COMP_GLUCOSIDASE	CAZY	GH13_e347	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 15 EC-annotated members carry EC 3.2.1.20 (40%); contains CAZy subfamily GH13_17;GH13_20;GH13_23;GH13_30.
COMP_GLUCOSIDASE	CAZY	GH13_e392	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	18 of 38 EC-annotated members carry EC 3.2.1.20 (47%); contains CAZy subfamily GH13_17;GH13_23;GH13_40.
COMP_GLUCOSIDASE	CAZY	GH13_e486	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	21 of 96 EC-annotated members carry EC 3.2.1.20 (22%); contains CAZy subfamily AA3_2;GH13_10;GH13_17;GH13_23;GH13_29;GH13_31;GH13_36;GH13_40.
COMP_GLUCOSIDASE	CAZY	GH31_e102	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.20 (100%); contains CAZy subfamily GH31_1.
COMP_GLUCOSIDASE	CAZY	GH31_e177	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.20 (100%); contains CAZy subfamily GH31_1.
COMP_GLUCOSIDASE	CAZY	GH31_e22	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.20 (100%).
COMP_GLUCOSIDASE	CAZY	GH31_e39	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	25 of 50 EC-annotated members carry EC 3.2.1.20 (50%).
COMP_GLUCOSIDASE	CAZY	GH31_e41	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.20 (100%).
COMP_GLUCOSIDASE	CAZY	GH31_e42	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	35 of 65 EC-annotated members carry EC 3.2.1.20 (54%).
COMP_GLUCOSIDASE	CAZY	GH31_e56	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	13 of 15 EC-annotated members carry EC 3.2.1.20 (87%).
COMP_GLUCOSIDASE	CAZY	GH31_e7	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	9 of 12 EC-annotated members carry EC 3.2.1.20 (75%).
COMP_GLUCOSIDASE	CAZY	GH31_e73	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	35 of 49 EC-annotated members carry EC 3.2.1.20 (71%).
COMP_GLUCOSIDASE	CAZY	GH31_e78	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.20 (100%).
COMP_GLUCOSIDASE	CAZY	GH31_e82	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	20 of 20 EC-annotated members carry EC 3.2.1.20 (100%).
COMP_GLUCOSIDASE	CAZY	GH4_e14	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.20 (100%).
COMP_GLUCOSIDASE	CAZY	GH4_e6	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 14 EC-annotated members carry EC 3.2.1.20 (43%).
COMP_GLUCOSIDASE	CAZY	GH63_e1	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	9 of 18 EC-annotated members carry EC 3.2.1.20 (50%).
COMP_GLUCOSIDASE	CAZY	GH97_e22	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.20 (50%).
COMP_PULLULANASE	CAZY	GH13_e108	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.41 (100%); contains CAZy subfamily GH13_13.
COMP_PULLULANASE	CAZY	GH13_e130	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.41 (100%); contains CAZy subfamily GH13_14.
COMP_PULLULANASE	CAZY	GH13_e165	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.41 (100%); contains CAZy subfamily GH13_20.
COMP_PULLULANASE	CAZY	GH13_e172	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 17 EC-annotated members carry EC 3.2.1.41 (47%); contains CAZy subfamily GH13_20;GH13_21;GH13_39.
COMP_PULLULANASE	CAZY	GH13_e180	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.41 (100%); contains CAZy subfamily GH13_14.
COMP_PULLULANASE	CAZY	GH13_e183	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 13 EC-annotated members carry EC 3.2.1.41 (77%); contains CAZy subfamily GH13_13;GH13_3;GH13_32.
COMP_PULLULANASE	CAZY	GH13_e248	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	25 of 31 EC-annotated members carry EC 3.2.1.41 (81%); contains CAZy subfamily GH13_13;GH13_14;GH13_32;GH13_37;GH13_5.
COMP_PULLULANASE	CAZY	GH13_e278	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 10 EC-annotated members carry EC 3.2.1.41 (50%); contains CAZy subfamily GH13_12;GH13_41.
COMP_PULLULANASE	CAZY	GH13_e300	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	12 of 12 EC-annotated members carry EC 3.2.1.41 (100%); contains CAZy subfamily GH13_14.
COMP_PULLULANASE	CAZY	GH13_e303	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	9 of 19 EC-annotated members carry EC 3.2.1.41 (47%); contains CAZy subfamily GH13_39.
COMP_PULLULANASE	CAZY	GH13_e315	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 10 EC-annotated members carry EC 3.2.1.41 (100%); contains CAZy subfamily GH13_14.
COMP_PULLULANASE	CAZY	GH13_e329	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 22 EC-annotated members carry EC 3.2.1.41 (23%); contains CAZy subfamily GH13_20;GH13_21.
COMP_PULLULANASE	CAZY	GH13_e349	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	18 of 18 EC-annotated members carry EC 3.2.1.41 (100%); contains CAZy subfamily GH13_12;GH13_14;GH13_41.
COMP_PULLULANASE	CAZY	GH13_e446	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 6 EC-annotated members carry EC 3.2.1.41 (67%); contains CAZy subfamily GH13_20.
COMP_PULLULANASE	CAZY	GH13_e465	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 11 EC-annotated members carry EC 3.2.1.41 (55%); contains CAZy subfamily GH13_14;GH13_32;GH13_41.
COMP_PULLULANASE	CAZY	GH13_e493	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	15 of 17 EC-annotated members carry EC 3.2.1.41 (88%); contains CAZy subfamily GH13_14.
COMP_PULLULANASE	CAZY	GH13_e61	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 12 EC-annotated members carry EC 3.2.1.41 (33%); contains CAZy subfamily GH13_12;GH13_14;GH13_28;GH13_41.
COMP_PULLULANASE	CAZY	GH13_e94	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.41 (100%); contains CAZy subfamily GH13_14.
COMP_PULLULANASE	CAZY	GH57_e15	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 7 EC-annotated members carry EC 3.2.1.41 (71%).
COMP_DEACETYL	CAZY	CE1_e20	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.1.1.72 (100%).
COMP_DEACETYL	CAZY	CE1_e4	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	7 of 7 EC-annotated members carry EC 3.1.1.72 (100%).
COMP_DEACETYL	CAZY	CE12_e45	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.1.1.72 (100%).
COMP_DEACETYL	CAZY	CE4_e262	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 11 EC-annotated members carry EC 3.1.1.72 (45%).
COMP_DEACETYL	CAZY	CE4_e58	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 5 EC-annotated members carry EC 3.1.1.72 (40%).
COMP_DEACETYL	CAZY	CE5_e24	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.1.1.72 (100%).
COMP_DEACETYL	CAZY	CE6_e2	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 8 EC-annotated members carry EC 3.1.1.72 (75%); contains CAZy subfamily GH43_10;GH43_17;GH43_28.
COMP_DEACETYL	CAZY	CE6_e3	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.1.1.72 (100%).
COMP_DEACETYL	CAZY	CE7_e11	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	14 of 28 EC-annotated members carry EC 3.1.1.72 (50%).
COMP_DEACETYL	CAZY	CE7_e23	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.1.1.72 (100%).
COMP_DEACETYL	CAZY	CE7_e33	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.1.1.72 (100%).
COMP_COLLAGENASE_M9	KO	K01387	orthology	curated	KEGG, verified 2026-08-18	KEGG assigns K01387 to MEROPS family M9 and to toxins that damage the extracellular matrix. Microbial only: the host collagenases MMP-1 and MMP-8 are separate orthologues.
COMP_COLLAGENASE_M9	PFAM	PF01752	sequence_family	high-confidence	InterPro/Pfam, retrieved 2026-08-18	Pfam Collagenase, the M9 catalytic domain, described by InterPro as a family of enzymes that break down collagens. Substrate-specific at family level, unlike the broad protease families.
COMP_28042_AB_E1_ALPHA	KO	K00161	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_28042_AB_E1_BETA	KO	K00162	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_28042_AB_E2	KO	K00627	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_28042_AB_E3	KO	K00382	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Shared with the 2-oxoglutarate and branched-chain complexes; required here as a subunit rather than as evidence of the reaction on its own.
COMP_28042_E1_FUSED	KO	K00163	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	AceE-type single polypeptide; 4813 KEGG organisms complete the complex this way and would be negative if only the alpha/beta architecture were accepted.
COMP_28042_E1_E2	KO	K00627	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_28042_E1_E3	KO	K00382	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12765_POR_ALPHA	KO	K00169	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12765_POR_BETA	KO	K00170	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12765_POR_GAMMA	KO	K00172	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12765_POR_DELTA	KO	K00171	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12765_NIFJ_CATALYTIC	KO	K03737	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Fused four-domain protein; 2202 KEGG organisms carry it, including most gut anaerobes that carry no PorABCD.
COMP_11844_LYASE	KO	K00656	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_11844_ACTIVASE	KO	K04069	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_19521_CATALYTIC	KO	K00625	orthology	curated	KEGG M00579 2026-08-18	
COMP_19521_CATALYTIC	KO	K13788	orthology	curated	KEGG M00579 2026-08-18	Second phosphotransacetylase group of KEGG M00579.
COMP_19521_CATALYTIC	KO	K15024	orthology	curated	KEGG M00579 2026-08-18	Third group of KEGG M00579, annotated as putative; retained because the module accepts it and it adds no false positives that K00625 or K13788 do not already cover.
COMP_11352_CATALYTIC	KO	K00925	orthology	curated	KEGG M00579 2026-08-18	
COMP_21036_CATALYTIC	KO	K00626	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	Chain-length-generic thiolase. Acceptable here only because the route also requires the substrate-specific transferase; it licenses no claim on its own.
COMP_16197_CATALYTIC	KO	K00074	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	The orthology group also carries paaH, fadB and mmgB. Same reasoning as the thiolase.
COMP_26558_CATALYTIC	KO	K01715	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	Chain-length-generic enoyl-CoA hydratase. Same reasoning as the thiolase.
COMP_24004_CATALYTIC	KO	K00248	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	Generic short-chain acyl-CoA dehydrogenase. Same reasoning as the thiolase.
COMP_30071_CATALYTIC	TIGRFAM	TIGR03948	sequence_family	high-confidence	InterPro/NCBIfam, retrieved 2026-08-18	Matches 178 proteins in 171 proteomes, led by Faecalibacterium, Roseburia, Eubacterium and Anaerostipes, and matches no Bacillus, Escherichia, Salmonella or Pseudomonas. K01034 and K01035 are deliberately refused here: KEGG assigns them EC 2.8.3.8 and EC 2.8.3.9 together, so they cannot separate butanoate release from acetoacetate degradation.
COMP_15933_CATALYTIC	KO	K00048	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_14569_PDUC	KO	K01699	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_14569_PDUD	KO	K13919	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_14569_PDUE	KO	K13920	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_36027_CATALYTIC	KO	K13922	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_28046_CATALYTIC	KO	K13923	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23148_CATALYTIC	KO	K19697	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	PduW, the operon-encoded kinase.
COMP_23148_CATALYTIC	KO	K00932	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	TdcD, assigned to the same reaction R01353 and accepted as an alternative.
COMP_LACTATE_COAT_CATALYTIC	KO	K01026	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	KEGG assigns the lactoyl-CoA transfer R01449 to this group alongside the propanoate transfer R00928.
COMP_34691_LCDA	KO	K20626	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_34691_LCDB	KO	K20627	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_34471_CATALYTIC	KO	K20143	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Assigned in 22 KEGG organisms and in 4 of the 13 that carry the transferase with both dehydratase subunits; the remaining nine are reported incomplete with this reaction named.
COMP_23444_CATALYTIC	KO	K00016	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The NAD-dependent enzyme, EC 1.1.1.27. Present in 4143 of 11855 organisms and sharing only 573 of them with the quinone-dependent K29125, which is why this component evidences a direction.
COMP_10960_LARA	KO	K22373	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Present in 560 organisms, anaerobe-dominated. Eight of the ten genomes behind propionate_formation_acrylate carry it.
COMP_46276_CATALYTIC	KO	K22212	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Present in 337 organisms, almost all lactic acid bacteria.
COMP_10760_CITF	KO	K01643	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10760_CITE	KO	K01644	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10760_CITD	KO	K01646	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10760_CITC	KO	K01910	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The acyl-carrier ligase. Required because apo-citrate lyase is inactive.
COMP_15641_OADA	KO	K01571	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Alpha subunit only. K01572 is assigned in one KEGG organism, so it is not usable as required evidence.
COMP_15641_SOLUBLE	KO	K01003	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23288_CATALYTIC	KO	K04072	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	AdhE is bifunctional, so one accession evidences both reactions of the route.
COMP_25290_CATALYTIC	KO	K04072	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The same protein as the preceding step; the alcohol dehydrogenase activity of AdhE.
COMP_25249_CATALYTIC	KO	K01652	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	KEGG names this group ilvB, ilvG, ilvI: it is the anabolic branched-chain amino acid synthase and is present in 9341 organisms. Recorded so that the curated chemistry is complete, and confined to a route step declared not required so that it can never carry the acetoin claim.
COMP_21580_CATALYTIC	KO	K01575	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Acetolactate decarboxylase, present in 1649 organisms and existing only for this pathway. The whole specificity of acetoin_formation rests here.
COMP_23704_CATALYTIC	KO	K01497	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23704_RIBAB	KO	K14652	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Bifunctional GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase; carries both riboflavin ring-forming activities in one polypeptide.
COMP_21868_CATALYTIC	KO	K01498	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21868_RIBG	KO	K11752	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Fungal and bacterial RibD/RibG fusion carrying both the deaminase and the reductase activity.
COMP_17845_CATALYTIC	KO	K00082	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17845_RIBG2	KO	K11752	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_25197_CATALYTIC	KO	K20861	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	One of several lineage-restricted HAD-family phosphatases assigned to this step; no orthology group covers it across bacteria, which is why the step is curated as not required.
COMP_25197_CATALYTIC	KO	K20862	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_25197_CATALYTIC	KO	K21063	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_25197_CATALYTIC	KO	K21064	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_25197_CATALYTIC	KO	K20860	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_18457_CATALYTIC	KO	K02858	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_18457_RIBAB2	KO	K14652	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26152_CATALYTIC	KO	K00794	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_20772_CATALYTIC	KO	K00793	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_11672_CATALYTIC	KO	K01665	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	PabB synthase component. PabA, the glutamine amidotransferase subunit, is interchangeable with TrpG and is not required as evidence.
COMP_11672_CATALYTIC	KO	K13950	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	PabAB fusion.
COMP_11672_PABBC	KO	K03342	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Fusion carrying both the synthase and the lyase activity.
COMP_16201_CATALYTIC	KO	K02619	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16201_PABBC2	KO	K03342	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
